ASIN,title,price,rating,review_count,url,prod_type
B07VKPWYQ5,ViewSonic ELITE XG270QC Curved 27 Inch 1ms 1440p 165Hz FreeSync Premium Pro Gaming Monitor with VESA DisplayHDR 400 and Advanced Ergonomics for Esports,449.99,4.7,1174,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_computers_sr_pg1_1?ie=UTF8&adId=A09591813JRNP1OJGMLJH&url=%2FViewSonic-XG270QC-Curved-Monitor-FreeSync%2Fdp%2FB07VKPWYQ5%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617471361%26s%3Dpc%26sr%3D1-1-spons%26psc%3D1&qualifier=1617471361&id=8813191349718178&widgetName=sp_atf,monitor
B08LP22STD,"Trio Max Portable Monitor for Laptop, Mobile Pixels 14.1"" Full HD IPS Display, Dual or Triple Laptop Monitor Screen, USB A/Type-C Plug and Play Monitor for 13”-17” Laptops(1x 14.1 Monitor)",245.65,4.3,197,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_computers_sr_pg1_1?ie=UTF8&adId=A054904028LBV3SUTQ0VD&url=%2FTrio-Portable-Monitor-14-1-Display%2Fdp%2FB08LP22STD%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617471361%26s%3Dpc%26smid%3DAC2D8CHU2486J%26sr%3D1-2-spons%26psc%3D1&qualifier=1617471361&id=8813191349718178&widgetName=sp_atf,monitor
B08BF4CZSV,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),169.99,4.8,12273,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=sr_1_3?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-3,monitor
B07743412C,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",81.79,4.5,15382,https://www.amazon.com/Sceptre-E205W-16003R-Frameless-Speakers-Metallic/dp/B07743412C/ref=sr_1_4?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-4,monitor
B08DWQ4JYF,"Dell S2421H 24 Inch Full HD 1080p IPS Ultra-Thin Bezel Monitor 2 x HDMI Ports, Built-in Speakers, Silver",None,4.7,842,https://www.amazon.com/Dell-S2421H-Ultra-Thin-Monitor-Speakers/dp/B08DWQ4JYF/ref=sr_1_5?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-5,monitor
B08K26TJNP,"ASUS VY279HE 27” Eye Care Monitor, 1080P Full HD, 75Hz, IPS, 1ms, Adaptive-Sync/FreeSync, Eye Care Plus, Color Augmentation, Antibacterial Surface, HDMI VGA, Frameless, VESA Wall Mountable, Black",149.00,4.7,4415,https://www.amazon.com/ASUS-VY279HE-Adaptive-Sync-Augmentation-Antibacterial/dp/B08K26TJNP/ref=sr_1_6?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-6,monitor
B089T73ZB9,"Dell S2421HGF 24 Inch FHD TN, Anti-Glare Gaming Monitor - 1ms Response Time, 1080p 144Hz, LED Edgelight System, AMD FreeSync Premium, VESA, Gray",None,4.8,2036,https://www.amazon.com/Dell-S2421HGF-24inch-Anti-Glare-Monitor/dp/B089T73ZB9/ref=sr_1_7?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-7,monitor
B07MTRQ6B3,"Sceptre Curved 27"" 75Hz LED Monitor HDMI VGA Build-In Speakers, EDGE-LESS Metal Black 2019 (C275W-1920RN)",179.97,4.7,7001,https://www.amazon.com/Sceptre-Monitor-Speakers-Edge-Less-C275W-1920RN/dp/B07MTRQ6B3/ref=sr_1_8?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-8,monitor
B088YN9LBK,"LG 32QN600-B 32-Inch QHD (2560 x 1440) IPS Monitor with HDR 10, AMD FreeSync with Dual HDMI Inputs, Black",249.99,4.7,1326,https://www.amazon.com/LG-32QN600-B-32-Inch-Monitor-FreeSync/dp/B088YN9LBK/ref=sr_1_9?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-9,monitor
B0862YHJ56,"AOC CQ27G2 27"" Super Curved Frameless Gaming Monitor QHD 2K, 1500R Curved VA, 1ms, 144Hz, FreeSync, Height adjustable, 3-Year Zero Dead Pixel Guarantee",259.99,4.7,22012,https://www.amazon.com/AOC-CQ27G2-Frameless-Adjustable-Guarantee/dp/B0862YHJ56/ref=sr_1_10?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-10,monitor
B07Z7ZM8CJ,"MOUNTUP Dual Monitor Stand - Adjustable Gas Spring Dual Monitor Mount, Monitor Desk Mount with C Clamp, Grommet Mounting Base, Monitor Arm for Computer Screen up to 32 Inch, MU0005",46.74,4.5,1420,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg1_1?ie=UTF8&adId=A027384621GF91KUDCZWF&url=%2FMOUNTUP-Dual-Monitor-Stand-Adjustable%2Fdp%2FB07Z7ZM8CJ%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617471361%26s%3Dpc%26sr%3D1-11-spons%26psc%3D1&qualifier=1617471361&id=8813191349718178&widgetName=sp_mtf,monitor
B087V5RLFB,"ASUS TUF Gaming 32"" 1080P Curved Monitor (VG328H1B) - Full HD, 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, Adaptive-Sync, FreeSync Premium, VESA Mountable, HDMI, Tilt Adjustable",289.99,4.7,2421,https://www.amazon.com/ASUS-VG328H1B-Supports-Adaptive-sync-FreeSync/dp/B087V5RLFB/ref=sr_1_12?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-12,monitor
B083FMP35T,"Asus VP249QGR 23.8” Gaming Monitor 144Hz Full HD (1920 x 1080) IPS 1ms FreeSync Extreme Low Motion Blur Eye Care DisplayPort HDMI VGA,BLACK",179.00,4.8,2222,https://www.amazon.com/VP249QGR-Monitor-FreeSync-Extreme-DisplayPort/dp/B083FMP35T/ref=sr_1_13?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-13,monitor
B00W95RR32,"LG 24M47VQ 24-Inch LED-lit Monitor, Black",139.99,4.7,3580,https://www.amazon.com/LG-24M47VQ-24-Inch-LED-lit-Monitor/dp/B00W95RR32/ref=sr_1_14?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-14,monitor
B08DYCZ7L9,"AOPEN 24CH2Y bix 23.8-inch Full HD (1920 x 1080) IPS Monitor 75Hz, 4ms (1 x HDMI & VGA Port), Black",109.99,4.6,184,https://www.amazon.com/AOPEN-24CH2Y-bix-23-8-inch-Monitor/dp/B08DYCZ7L9/ref=sr_1_15?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-15,monitor
B08QD7W8HT,"FORGING MOUNT Dual Monitor Stand-Vertical Stack Screen Desk Mount Stand Support Two 17 to 32 Inch Computer Monitors with C Clamp Grommet Base,VESA 75 100 Compatible",29.99,4.7,10,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg1_1?ie=UTF8&adId=A09342101PSS39B26Y222&url=%2FFORGING-MOUNT-Stand-Vertical-Computer-Compatible%2Fdp%2FB08QD7W8HT%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617471361%26s%3Dpc%26sr%3D1-16-spons%26psc%3D1&qualifier=1617471361&id=8813191349718178&widgetName=sp_mtf,monitor
B089V2R9WW,"Sceptre Curved 27"" Gaming Monitor up to 165Hz DisplayPort 144Hz HDMI Edge-Less AMD FreeSync Premium, Build-in Speakers Machine Black 2021 (C275B-1858RN)",229.97,4.8,1146,https://www.amazon.com/Sceptre-DisplayPort-Edge-Less-FreeSync-C275B-1858RN/dp/B089V2R9WW/ref=sr_1_17?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-17,monitor
B085HLDX1Z,"ASUS VL279HE 27” Eye Care Monitor, 1080P Full HD (1920 x 1080), IPS, 75Hz, Adaptive-Sync, FreeSync, HDMI D-Sub, Frameless, Slim, Wall Mountable, Flicker Free and Blue Light Filter,BLACK",149.99,4.7,1123,https://www.amazon.com/ASUS-VL279HE-Adaptive-Sync-Frameless-Mountable/dp/B085HLDX1Z/ref=sr_1_18?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-18,monitor
B07YGZL8XF,"LG 27GL83A-B 27 Inch Ultragear QHD IPS 1ms NVIDIA G-SYNC Compatible Gaming Monitor, Black",379.99,4.7,8476,https://www.amazon.com/LG-27GL83A-B-Ultragear-Compatible-Monitor/dp/B07YGZL8XF/ref=sr_1_19?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-19,monitor
B08CVTTNN4,"LG 27UN850-W 27 Inch Ultrafine UHD (3840 x 2160) IPS Display with VESA DisplayHDR 400, USB Type-C and 3-Side Virtually Borderless Display with Height/Swivel/Pivot/Tilt Adjustable Stand, Silver",405.73,4.6,306,https://www.amazon.com/LG-27UN850-W-DisplayHDR-Borderless-Adjustable/dp/B08CVTTNN4/ref=sr_1_20?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-20,monitor
B08MPDX2G5,Comix Monitor Stand Riser with 2-Layer Organizer Drawer – Metal Screen Displayer Stand with Double Drawers for Home and Office Desktop Management (Dark Brown B2525),39.99,Non,None,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg1_1?ie=UTF8&adId=A03855783QT0S0Q39N1TU&url=%2FComix-Monitor-2-Layer-Organizer-Drawer%2Fdp%2FB08MPDX2G5%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617471361%26s%3Dpc%26sr%3D1-21-spons%26psc%3D1&qualifier=1617471361&id=8813191349718178&widgetName=sp_btf,monitor
B08QGR1H1C,Dual Monitor with Laptop Stand Mount - Height Adjustable Dual Monitor arm Mount Desk Stand with Laptop Tray Fit Two 13 to 30 Inch Flat Curved Computer Screens and 10 to 19 Inch Notebooks,63.99,4.0,10,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg1_1?ie=UTF8&adId=A09340543W3ES3GFGMRY1&url=%2FDual-Monitor-Laptop-Stand-Mount%2Fdp%2FB08QGR1H1C%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617471361%26s%3Dpc%26sr%3D1-22-spons%26psc%3D1&qualifier=1617471361&id=8813191349718178&widgetName=sp_btf,monitor
B0787WGCXT,ViewSonic VX3276-MHD 32 Inch 1080p Frameless Widescreen IPS Monitor with Screen Split Capability HDMI and DisplayPort,219.99,4.7,4652,https://www.amazon.com/ViewSonic-VX3276-MHD-Frameless-Widescreen-DisplayPort/dp/B0787WGCXT/ref=sr_1_23?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-23,monitor
B07FBS36W2,"Samsung 34-Inch SJ55W Ultrawide Gaming Monitor (LS34J550WQNXZA) – 75Hz Refresh, WQHD Computer Monitor, 3440 x 1440p Resolution, 4ms Response, FreeSync, Split Screen, HDMI, Black",358.98,4.4,536,https://www.amazon.com/Samsung-S34J55W-34-Inch-Ultrawide-LS34J550WQNXZA/dp/B07FBS36W2/ref=sr_1_24?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-24,monitor
B072F3DL6P,"ViewSonic VA2246MH-LED 22 Inch Full HD 1080p LED Monitor with HDMI and VGA Inputs for Home and Office, Black",99.99,4.6,4820,https://www.amazon.com/ViewSonic-VA2246MH-LED-Monitor-Inputs-Office/dp/B072F3DL6P/ref=sr_1_25?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-25,monitor
B08RH8VGG9,"ASUS VP279HE 27” Monitor, 1080P Full HD, 75Hz, IPS, Adaptive-Sync/FreeSync, Eye Care, HDMI VGA, Frameless, Low Blue Light, Flicker Free, VESA Wall Mountable",149.00,4.7,97,https://www.amazon.com/ASUS-VP279HE-Adaptive-Sync-Frameless-Mountable/dp/B08RH8VGG9/ref=sr_1_26?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-26,monitor
B08KFLY9DQ,"Philips Brilliance 279P1 27"" Frameless Monitor, 4K UHD IPS (3840x2160), 122 percent sRGB; 103 NTSC, Speakers, USB-C docking, Power-saving PowerSensor, Height Adjustable, VESA, 4Yr Advance Replacement",379.99,4.6,9238,https://www.amazon.com/Philips-279P1-Power-saving-PowerSensor-Replacement/dp/B08KFLY9DQ/ref=sr_1_27?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-27,monitor
B07MQBPMJ2,"Acer Nitro XV272U Pbmiiprzx 27"" WQHD (2560 x 1440) IPS G-SYNC Compatible Monitor, 144Hz, 1ms VRB, VESA Certified DisplayHDR400, DCI-P3, Delta E<2",299.99,4.6,815,https://www.amazon.com/Acer-XV272U-Pbmiiprzx-Technology-DisplayHDR400/dp/B07MQBPMJ2/ref=sr_1_28?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-28,monitor
B072XFFQ4K,"BenQ 27 Inch IPS Monitor | 1080P | Proprietary Eye-Care Tech | Ultra-Slim Bezel | Adaptive Brightness for Image Quality | Speakers | GW2780,Black",169.99,4.7,10355,https://www.amazon.com/BenQ-GW2780-Optimized-Brightness-Technology/dp/B072XFFQ4K/ref=sr_1_29?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-29,monitor
B089BTLL9K,"Sceptre IPS 27-Inch Business Computer Monitor 1080p 75Hz with HDMI VGA Build-in Speakers, Machine Black 2020 (E275W-FPT)",162.30,4.6,1720,https://www.amazon.com/Sceptre-Business-Computer-Speakers-e275W-FPT/dp/B089BTLL9K/ref=sr_1_30?dchild=1&keywords=Monitor&qid=1617471361&s=pc&sr=1-30,monitor
B07Z7ZM8CJ,"MOUNTUP Dual Monitor Stand - Adjustable Gas Spring Dual Monitor Mount, Monitor Desk Mount with C Clamp, Grommet Mounting Base, Monitor Arm for Computer Screen up to 32 Inch, MU0005",46.74,4.5,1420,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg2_1?ie=UTF8&adId=A027384621GF91KUDCZWF&url=%2FMOUNTUP-Dual-Monitor-Stand-Adjustable%2Fdp%2FB07Z7ZM8CJ%2Fref%3Dsr_1_25_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617471363%26s%3Dpc%26sr%3D1-25-spons%26psc%3D1&qualifier=1617471363&id=403861959733945&widgetName=sp_atf_next,monitor
B08QD7W8HT,"FORGING MOUNT Dual Monitor Stand-Vertical Stack Screen Desk Mount Stand Support Two 17 to 32 Inch Computer Monitors with C Clamp Grommet Base,VESA 75 100 Compatible",29.99,4.7,10,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_computers_sr_pg2_1?ie=UTF8&adId=A09342101PSS39B26Y222&url=%2FFORGING-MOUNT-Stand-Vertical-Computer-Compatible%2Fdp%2FB08QD7W8HT%2Fref%3Dsr_1_26_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617471363%26s%3Dpc%26sr%3D1-26-spons%26psc%3D1&qualifier=1617471363&id=403861959733945&widgetName=sp_atf_next,monitor
B08LLF9NS1,"LG 32GN650-B 32” Ultragear QHD (2560 x 1440) Gaming Monitor with 165Hz Refresh Rate with 1ms Motion Blur Reduction, HDR 10 Support and AMD FreeSync – Black",396.99,4.7,1890,https://www.amazon.com/LG-32GN650-B-Ultragear-Reduction-FreeSync/dp/B08LLF9NS1/ref=sr_1_27?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-27,monitor
B088BC5HKF,"ASUS ProArt Display PA248QV 24.1” WUXGA (1920 x 1200) 16:10 Monitor, 100% sRGB/Rec.709 ΔE < 2, IPS, DisplayPort HDMI D-Sub, Calman Verified",197.95,4.7,1307,https://www.amazon.com/ASUS-ProArt-Display-PA248QV-WUXGA/dp/B088BC5HKF/ref=sr_1_28?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-28,monitor
B07CVL2D2S,"Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port), Black",None,4.7,40358,https://www.amazon.com/Acer-SB220Q-Ultra-Thin-Frame-Monitor/dp/B07CVL2D2S/ref=sr_1_29?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-29,monitor
B07HKV5RLG,"Dell SE2419Hx 24"" IPS Full HD (1920x1080) Monitor, Black",None,4.7,5948,https://www.amazon.com/Dell-SE2419Hx-23-8-1920x1080-Monitor/dp/B07HKV5RLG/ref=sr_1_30?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-30,monitor
B072M34RQC,"HP VH240a 23.8-Inch Full HD 1080p IPS LED Monitor with Built-In Speakers and VESA Mounting, Rotating Portrait & Landscape, Tilt, and HDMI & VGA Ports (1KL30AA) - Black",None,4.7,21416,https://www.amazon.com/HP-23-8-inch-Adjustment-Speakers-VH240a/dp/B072M34RQC/ref=sr_1_31?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-31,monitor
B015WCV70W,"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",129.99,4.6,10572,https://www.amazon.com/HP-Pavilion-21-5-Inch-Monitor-22cwa/dp/B015WCV70W/ref=sr_1_32?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-32,monitor
B08DJB7VVY,HP M27ha FHD Monitor - Full HD Monitor (1920 x 1080p) - IPS Panel and Built-in Audio - VESA Compatible 27-inch Monitor Designed for Comfortable Viewing with Height and Pivot Adjustment - (22H94AA#ABA),247.00,4.8,841,https://www.amazon.com/HP-M27ha-FHD-Monitor-Built/dp/B08DJB7VVY/ref=sr_1_33?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-33,monitor
B07PDHSVSW,LG 32ML600M-B 32” Inch Full HD IPS LED Monitor with HDR 10 - Black,None,4.5,1869,https://www.amazon.com/LG-32ML600M-B-Inch-Full-Monitor/dp/B07PDHSVSW/ref=sr_1_34?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-34,monitor
B07CS3JB5K,"SAMSUNG LC34J791WTNXZA 34-Inch CJ791 Ultrawide Curved Gaming Monitor, White",699.00,4.5,920,https://www.amazon.com/Samsung-CJ791-Thunderbolt-Curved-Monitor/dp/B07CS3JB5K/ref=sr_1_35?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-35,monitor
B0199W9UMS,HP Pavilion 27xw 27-Inch Full HD 1080p IPS LED Monitor with VGA and HDMI Ports (V0N26AA#ABA) - White & Silver,240.50,4.8,1893,https://www.amazon.com/HP-Pavilion-27-inch-Backlight-27xw/dp/B0199W9UMS/ref=sr_1_36?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-36,monitor
B087QRW81Z,"Sceptre IPS 24-Inch Business Computer Monitor 1080p 75Hz with HDMI VGA Build-in Speakers, Machine Black (E248W-FPT)",129.97,4.6,1636,https://www.amazon.com/Sceptre-Business-Computer-Speakers-E248W-FPT/dp/B087QRW81Z/ref=sr_1_37?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-37,monitor
B08S2RFRHY,LG 24ML600M-B 24” Full HD IPS with 3-Side Virtually Borderless Monitor with Dual HDMI - Black,166.99,4.6,29,https://www.amazon.com/LG-24ML600M-B-Virtually-Borderless-Monitor/dp/B08S2RFRHY/ref=sr_1_38?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-38,monitor
B08MPDX2G5,Comix Monitor Stand Riser with 2-Layer Organizer Drawer – Metal Screen Displayer Stand with Double Drawers for Home and Office Desktop Management (Dark Brown B2525),39.99,Non,None,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg2_1?ie=UTF8&adId=A03855783QT0S0Q39N1TU&url=%2FComix-Monitor-2-Layer-Organizer-Drawer%2Fdp%2FB08MPDX2G5%2Fref%3Dsr_1_39_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617471363%26s%3Dpc%26sr%3D1-39-spons%26psc%3D1&qualifier=1617471363&id=403861959733945&widgetName=sp_mtf,monitor
B08QGR1H1C,Dual Monitor with Laptop Stand Mount - Height Adjustable Dual Monitor arm Mount Desk Stand with Laptop Tray Fit Two 13 to 30 Inch Flat Curved Computer Screens and 10 to 19 Inch Notebooks,63.99,4.0,10,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg2_1?ie=UTF8&adId=A09340543W3ES3GFGMRY1&url=%2FDual-Monitor-Laptop-Stand-Mount%2Fdp%2FB08QGR1H1C%2Fref%3Dsr_1_40_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617471363%26s%3Dpc%26sr%3D1-40-spons%26psc%3D1&qualifier=1617471363&id=403861959733945&widgetName=sp_mtf,monitor
B08LCPKS6G,"ASUS TUF Gaming VG279Q1A 27” Gaming Monitor, 1080P Full HD, 165Hz (Supports 144Hz), IPS, 1ms, Adaptive-sync/FreeSync Premium, Extreme Low Motion Blur, Eye Care, HDMI DisplayPort",249.00,4.7,4453,https://www.amazon.com/ASUS-VG279Q1A-Supports-Adaptive-sync-DisplayPort/dp/B08LCPKS6G/ref=sr_1_41?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-41,monitor
B07VFPYRP3,"Acer Nitro VG240Y Pbiip 23.8 Inches Full HD (1920 x 1080) IPS Gaming Monitor with AMD Radeon FreeSync Technology, Zero Frame, 144Hz, 1ms VRB, (2 x HDMI 2.0 Ports & 1 x Display Port), Black",199.99,4.6,3474,https://www.amazon.com/Acer-VG240Y-Pbiip-FREESYNC-Technology/dp/B07VFPYRP3/ref=sr_1_42?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-42,monitor
B07JF8DQZJ,"LG 22MK430H-B 21.5-Inch Full HD Monitor with AMD FreeSync, Black",113.18,4.6,915,https://www.amazon.com/LG-22MK430H-B-21-5-Inch-Monitor-FreeSync/dp/B07JF8DQZJ/ref=sr_1_43?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-43,monitor
B088MKB54B,"ASUS TUF Gaming VG27VH1B 27” Curved Monitor, 1080P Full HD, 165Hz (Supports 144Hz), Extreme Low Motion Blur, Adaptive-sync, FreeSync Premium, 1ms, Eye Care, HDMI D-Sub, BLACK",269.99,4.7,930,https://www.amazon.com/ASUS-VG27VH1B-Supports-Adaptive-sync-FreeSync/dp/B088MKB54B/ref=sr_1_44?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-44,monitor
B01JGYM5H6,"Asus VG245H 24 inchFull HD 1080p 1ms Dual HDMI Eye Care Console Gaming Monitor with FreeSync/Adaptive Sync, Black, 24-inch",None,4.8,3296,https://www.amazon.com/VG245H-inchFull-Console-FreeSync-Adaptive/dp/B01JGYM5H6/ref=sr_1_45?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-45,monitor
B08CM6JKYT,"Samsung Business FT452 Series 22 inch 1080p 75Hz IPS Computer Monitor for Business with HDMI, DisplayPort, USB, HAS Stand (F22T452FQN) Black",153.92,4.6,857,https://www.amazon.com/Samsung-Business-Computer-DisplayPort-F22T452FQN/dp/B08CM6JKYT/ref=sr_1_46?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-46,monitor
B08XN4CS6P,"Acer Nitro KG252Q bmiix 24.5” Gaming Full HD (1920 x 1080) Gaming IPS Monitor with AMD FreeSync Technology, 75Hz Refresh Rate, 1ms VRB, (2 x HDMI 1.4 & 1 x VGA)",149.99,Non,None,https://www.amazon.com/Acer-KG252Q-bmiix-FreeSync-Technology/dp/B08XN4CS6P/ref=sr_1_47?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-47,monitor
B08D6SKVVN,"Lenovo Q24h-10 23.8-inch QHD (2560 x 1440) USB-C LCD Monitor, LED Backlit, AMD FreeSync, 75Hz, 4ms, 99% sRGB, Speakers, Low Blue Light, 66A8GCC6US Warm Gray",228.54,4.6,229,https://www.amazon.com/Lenovo-23-8-inch-FreeSync-Speakers-66A8GCC6US/dp/B08D6SKVVN/ref=sr_1_48?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-48,monitor
B07Y2R9GK5,"Samsung 24"" FHD Flat Monitor with Super-Slim Design - LS24F354FHNXZA, Black",109.99,4.6,744,https://www.amazon.com/Samsung-Flat-Monitor-Super-Slim-Design/dp/B07Y2R9GK5/ref=sr_1_49?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-49,monitor
B07X5MWMDG,"Acer Predator XB273K Gpbmiipprzx 27"" UHD (3840 x 2160) IPS NVIDIA G-SYNC Compatible Monitor with VESA Certified DisplayHDR 400, Quantum Dot, 144Hz, DCI-P3 , Delta E<1 (Display Port & HDMI Port), Black",629.99,4.4,308,https://www.amazon.com/Acer-XB273K-Gpbmiipprzx-Compatible-DisplayHDR/dp/B07X5MWMDG/ref=sr_1_50?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-50,monitor
B08G8SH4QJ,"Dell S2721D 27 Inch 1440p QHD, IPS Ultra-Thin Bezel Monitor, AMD FreeSync, HDMI, DisplayPort, Built in Speakers, VESA Certified, Silver",None,4.6,630,https://www.amazon.com/Dell-S2721D-Ultra-Thin-DisplayPort-Certified/dp/B08G8SH4QJ/ref=sr_1_51?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-51,monitor
B07GG8RVXP,"Sceptre C248B-144R 24-Inch Curved 144Hz Gaming Monitor AMD FreeSyncTM HDMI DisplayPort DVI, Metal Black 2018",199.97,4.6,1613,https://www.amazon.com/Sceptre-C248B-144R-24-Inch-FreeSyncTM-DisplayPort/dp/B07GG8RVXP/ref=sr_1_52?dchild=1&keywords=Monitor&qid=1617471363&s=pc&sr=1-52,monitor
B087LS8ZRV,"Dual Monitor Stand - Adjustable Dual Arm Monitor Mount Desk Stand for 13 to 27 Inch Screens, Each Arm Hold 5.5 to 17.6lbs",41.99,4.4,538,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg2_1?ie=UTF8&adId=A09849121TIUCJAN0H0U9&url=%2FDual-Monitor-Stand-Adjustable-Screens%2Fdp%2FB087LS8ZRV%2Fref%3Dsr_1_53_sspa%3Fdchild%3D1%26keywords%3DMonitor%26qid%3D1617471363%26s%3Dpc%26sr%3D1-53-spons%26psc%3D1%26smid%3DA1TJXVIS5UBA1L&qualifier=1617471363&id=403861959733945&widgetName=sp_btf,monitor
