ASIN,title,price,rating,review_count,url,prod_type
B019U00D7K,"COWIN E7 Active Noise Cancelling Headphones Bluetooth Headphones with Microphone Deep Bass Wireless Headphones Over Ear, Comfortable Protein Earpads, 30 Hours Playtime for Travel/Work, Black",49.99,4.4,69726,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_electronics_sr_pg1_1?ie=UTF8&adId=A067144723NMF0N804UKR&url=%2FCancelling-Headphones-Bluetooth-Microphone-Comfortable%2Fdp%2FB019U00D7K%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473779%26s%3Delectronics%26sr%3D1-1-spons%26psc%3D1&qualifier=1617473779&id=4108057575959059&widgetName=sp_atf,headphones
B077YG22Y9,COWIN E7 PRO [Upgraded] Active Noise Cancelling Headphones Bluetooth Headphones with Microphone/Deep Bass Wireless Headphones Over Ear 30H Playtime for Travel/Work/TV/Computer/Cellphone - Black,69.99,4.4,27251,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_electronics_sr_pg1_1?ie=UTF8&adId=A0946663393GNMNARC21V&url=%2FCancelling-Headphones-Bluetooth-Microphone-Cellphone%2Fdp%2FB077YG22Y9%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473779%26s%3Delectronics%26sr%3D1-2-spons%26psc%3D1&qualifier=1617473779&id=4108057575959059&widgetName=sp_atf,headphones
B00NJ2M33I,"Sony ZX Series Wired On-Ear Headphones, Black MDR-ZX110",None,4.5,51087,https://www.amazon.com/Sony-MDRZX110-BLK-Stereo-Headphones/dp/B00NJ2M33I/ref=sr_1_3?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-3,headphones
B08F1SX35C,TOZO T6 True Wireless Earbuds Bluetooth Headphones Touch Control with Wireless Charging Case IPX8 Waterproof TWS Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass for Sport (Champagne),39.99,4.5,106219,https://www.amazon.com/TOZO-T6-Bluetooth-Headphones-Waterproof/dp/B08F1SX35C/ref=sr_1_4?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-4,headphones
B07YVYPNRD,"Beats Solo3 Wireless On-Ear Headphones - Apple W1 Headphone Chip, Class 1 Bluetooth, 40 Hours of Listening Time, Built-in Microphone - Rose Gold (Latest Model)",None,4.7,27198,https://www.amazon.com/Beats-Solo3-Wireless-Ear-Headphones/dp/B07YVYPNRD/ref=sr_1_5?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-5,headphones
B07SHH37M6,"PeohZarr On-Ear Headphones with Microphone, Lightweight Folding Stereo Bass Headphones with 1.5M Tangle Free Cord, Portable Wired Headphones for Smartphone Tablet Laptop Computer MP3/4",14.98,4.5,20664,https://www.amazon.com/PeohZarr-Headphones-Microphone-Lightweight-Smartphone/dp/B07SHH37M6/ref=sr_1_6?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-6,headphones
B085VX9JY7,"Kurdene Wireless Earbuds,Bluetooth Earbuds with Charging Case Bass Sounds IPX8 Waterproof Sports Headphones with Mic Touch Control 24H Playtime -Black",22.99,4.3,20528,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg1_1?ie=UTF8&adId=A06382662GUD9STOK3ESK&url=%2FWireless-Bluetooth-Waterproof-Headphones-Android-Black%2Fdp%2FB085VX9JY7%2Fref%3Dsr_1_7_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473779%26s%3Delectronics%26sr%3D1-7-spons%26psc%3D1%26smid%3DA3531PJZXY3VJY&qualifier=1617473779&id=4108057575959059&widgetName=sp_mtf,headphones
B019U00D7K,"COWIN E7 Active Noise Cancelling Headphones Bluetooth Headphones with Microphone Deep Bass Wireless Headphones Over Ear, Comfortable Protein Earpads, 30 Hours Playtime for Travel/Work, Black",49.99,4.4,69726,https://www.amazon.com/Cancelling-Headphones-Bluetooth-Microphone-Comfortable/dp/B019U00D7K/ref=sr_1_8?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-8,headphones
B07R2J14V3,"LETSCOM Bluetooth Headphones V5.0 IPX7 Waterproof, Wireless Sport Earphones, HiFi Bass Stereo Sweatproof Earbuds W/Mic, Noise Cancelling Headset for Workout, Running, Gym, 8 Hours Play time",20.99,4.4,69518,https://www.amazon.com/LETSCOM-Headphones-Waterproof-Sweatproof-Cancelling/dp/B07R2J14V3/ref=sr_1_9?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-9,headphones
B07NM3RSRQ,"Anker Soundcore Life Q20 Hybrid Active Noise Cancelling Headphones, Wireless Over Ear Bluetooth Headphones, 40H Playtime, Hi-Res Audio, Deep Bass, Memory Foam Ear Cups, for Travel, Home Office",49.99,4.5,24543,https://www.amazon.com/Soundcore-Cancelling-Headphones-Wireless-Bluetooth/dp/B07NM3RSRQ/ref=sr_1_10?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-10,headphones
B08P5S3YDF,VEATOOL Wireless Earbuds Bluetooth Headphones 48hrs Play time Sport Earphones with LED Display TWS Stereo Deep Bass Ear Buds with Earhooks Waterproof in-Ear Built-in Mic Headset for Running Workout,38.99,4.6,5776,https://www.amazon.com/VEATOOL-Bluetooth-Headphones-Earphones-Waterproof/dp/B08P5S3YDF/ref=sr_1_11?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-11,headphones
B07L1RQDJM,Heavy bass Earphone Color Call with Mic Stereo Earbud Headphones Mixed Colors (Black + White + Pink + Green 4 Pairs)…,9.99,4.2,7715,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg1_1?ie=UTF8&adId=A09744392B08YYXJS6L2E&url=%2Fearphone-Stereo-Earbud-Headphones-Colors%2Fdp%2FB07L1RQDJM%2Fref%3Dsr_1_12_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473779%26s%3Delectronics%26sr%3D1-12-spons%26psc%3D1&qualifier=1617473779&id=4108057575959059&widgetName=sp_mtf,headphones
B07K5214NZ,"Bluetooth Headphones Over-Ear, Zihnic Foldable Wireless and Wired Stereo Headset Micro SD/TF, FM for Cell Phone,PC,Soft Earmuffs &Light Weight for Prolonged Waring(Rose Gold)",25.99,4.4,36216,https://www.amazon.com/Bluetooth-Over-Ear-Headphones-Foldable-Prolonged/dp/B07K5214NZ/ref=sr_1_13?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-13,headphones
B088F9BZJM,"Kids Headphones, Mpow CHE2 Wired Headphones for Kids Teens, Children Headphones with Volume Limit, Foldable Adjustable On Ear Headphones for School, Travel, Compatible with Cellphones, Tablets, PC",16.99,4.6,2965,https://www.amazon.com/Headphones-Mpow-Adjustable-Compatible-Cellphones/dp/B088F9BZJM/ref=sr_1_14?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-14,headphones
B08HMWZBXC,"Soundcore by Anker Life Q30 Hybrid Active Noise Cancelling Headphones with Multiple Modes, Hi-Res Sound, Custom EQ via App, 40H Playtime, Comfortable Fit, Bluetooth Headphones, Connect to 2 Devices",79.99,4.6,5843,https://www.amazon.com/Soundcore-Cancelling-Headphones-Comfortable-Bluetooth/dp/B08HMWZBXC/ref=sr_1_15?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-15,headphones
B086GPHS71,"LETSCOM Bluetooth Headphones, 100 Hours Playtime Bluetooth 5.0 Headphones Over Ear with Deep Bass, Hi-Fi Sound and Soft Earpads, Built-in Mic, Wired/Wireless Headset for Home Office-Red Purple",26.99,4.4,24805,https://www.amazon.com/LETSCOM-Bluetooth-Headphones-Playtime-Office-Red/dp/B086GPHS71/ref=sr_1_16?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-16,headphones
B08XV1QKH1,"Earbuds - Earphone - Wired Headphones, 3.5mm in-Ear Wired Earbuds with Built-in Microphone & Volume Control Compatible with iPhone 6s plus/6/5s/5c/iPad/S10 Android All 3.5 mm Audio Devices (2 Pack)",11.99,4.3,9964,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg1_1?ie=UTF8&adId=A06427102TMDRQ2TF4KBM&url=%2FEarbuds-Headphones-Ear-Built-Microphone%2Fdp%2FB08XV1QKH1%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473779%26s%3Delectronics%26sr%3D1-17-spons%26psc%3D1&qualifier=1617473779&id=4108057575959059&widgetName=sp_mtf,headphones
B07J2Z5DBM,TOZO T10 Bluetooth 5.0 Wireless Earbuds with Wireless Charging Case IPX8 Waterproof TWS Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black,29.99,4.4,198041,https://www.amazon.com/TOZO-Bluetooth-Wireless-Headphones-Waterproof/dp/B07J2Z5DBM/ref=sr_1_18?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-18,headphones
B000AJIF4E,Sony MDR7506 Professional Large Diaphragm Headphone,None,4.8,14075,https://www.amazon.com/Sony-MDR7506-Professional-Diaphragm-Headphone/dp/B000AJIF4E/ref=sr_1_19?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-19,headphones
B00HVLUR18,"Audio-Technica ATH-M20X Professional Studio Monitor Headphones, Black",49.00,4.6,11726,https://www.amazon.com/Audio-Technica-ATH-M20x-Professional-Monitor-Headphones/dp/B00HVLUR18/ref=sr_1_20?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-20,headphones
B08RJ8MCZ3,"2 Pack Earbuds Headphones Earphones with 3.5mm Wired in-Ear Headphone Plug Built-in Microphone and Volume Control Compatible with iPhone, PC, MP3,MP4, Android",11.99,4.3,89,https://www.amazon.com/Headphones-Earphones-Headphone-Microphone-Compatible/dp/B08RJ8MCZ3/ref=sr_1_21?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-21,headphones
B08B8XVBM6,"Jabra Evolve2 85 UC Wireless Headphones with Link380a, Stereo, Black – Wireless Bluetooth Headset for Calls and Music, 37 Hours of Battery Life, Advanced Noise Cancelling Headphones",290.32,4.0,276,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg1_1?ie=UTF8&adId=A10434643F6KSNX9Q2HVL&url=%2FJabra-Evolve2-Wireless-Headphones-Link380a%2Fdp%2FB08B8XVBM6%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473779%26s%3Delectronics%26sr%3D1-22-spons%26psc%3D1&qualifier=1617473779&id=4108057575959059&widgetName=sp_btf,headphones
B06X16Z7DZ,Apple EarPods with 3.5mm Headphone Plug - White,None,4.7,119660,https://www.amazon.com/Apple-EarPods-3-5mm-Headphone-Plug/dp/B06X16Z7DZ/ref=sr_1_23?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-23,headphones
B0858JWG2S,"Powerbeats High-Performance Wireless Earphones - Apple H1 Headphone Chip, Class 1 Bluetooth, 15 Hours of Listening Time, Sweat Resistant Earbuds, Built-in Microphone - Black",None,4.6,7938,https://www.amazon.com/Powerbeats-High-Performance-Wireless-Earphones-Headphone/dp/B0858JWG2S/ref=sr_1_24?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-24,headphones
B08DKZM85T,"Wireless Earbuds, Mpow MBits S True Bluetooth Earbuds In Ear w/Mic CVC8.0 Noise Cancelling Earphones, Bluetooth 5.0 Headphones Sports, Deep Bass/IPX8 Waterproof/35H Playtime/Touch Control/3 Mode,Black",32.99,4.5,10966,https://www.amazon.com/Mpow-Bluetooth-Cancelling-Headphones-Waterproof/dp/B08DKZM85T/ref=sr_1_25?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-25,headphones
B077YG22Y9,COWIN E7 PRO [Upgraded] Active Noise Cancelling Headphones Bluetooth Headphones with Microphone/Deep Bass Wireless Headphones Over Ear 30H Playtime for Travel/Work/TV/Computer/Cellphone - Black,69.99,4.4,27251,https://www.amazon.com/Cancelling-Headphones-Bluetooth-Microphone-Cellphone/dp/B077YG22Y9/ref=sr_1_26?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-26,headphones
B08HBBF6FR,Panasonic Full-Sized Lightweight Over-The-Ear Headphones with Mic and Long Cord - RP-HT161M (Black),21.99,4.3,18351,https://www.amazon.com/Panasonic-Full-Sized-Lightweight-Over-Headphones/dp/B08HBBF6FR/ref=sr_1_27?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-27,headphones
B08H1WNYTR,Occiam Bluetooth Headphones-True Wireless Earbuds 48Hrs Play Time Earphones TWS Deep Bass Loud Voice Call Over Ear Waterproof with Microphone Smart LED Display for Sports Running Gaming Workout（Black,33.14,4.5,15674,https://www.amazon.com/Bluetooth-Headphones-True-Waterproof-Microphone-Workout-Black/dp/B08H1WNYTR/ref=sr_1_28?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-28,headphones
B07DKRYS6D,"Kids Headphones-Noot Products K11 Foldable Stereo Tangle-Free 5ft Long Cord 3.5mm Jack Plug in Wired On-Ear Headset for iPad/Amazon Kindle,Fire/Girls/School/Laptop/Travel/Plane/Tablet-Soft Pink",10.00,4.7,22356,https://www.amazon.com/Kids-Headphones-Tangle-Free-Ear-Smartphones/dp/B07DKRYS6D/ref=sr_1_29?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-29,headphones
B08788G7TQ,"[2 Pack] iClever BTH03 Kids Wireless Headphones - Colorful Lights Headphones for Kids with MIC, Volume Control Online Schooling - Children Headsets on Ear for School iPad Tablet Airplane, Blue/Pink",32.99,4.5,3813,https://www.amazon.com/Pack-iClever-BTH03-Headphones-Bluetooth/dp/B08788G7TQ/ref=sr_1_30?dchild=1&keywords=Headphones&qid=1617473779&s=electronics&sr=1-30,headphones
B08XV1QKH1,"Earbuds - Earphone - Wired Headphones, 3.5mm in-Ear Wired Earbuds with Built-in Microphone & Volume Control Compatible with iPhone 6s plus/6/5s/5c/iPad/S10 Android All 3.5 mm Audio Devices (2 Pack)",11.99,4.3,9964,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg2_1?ie=UTF8&adId=A06427102TMDRQ2TF4KBM&url=%2FEarbuds-Headphones-Ear-Built-Microphone%2Fdp%2FB08XV1QKH1%2Fref%3Dsr_1_25_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473781%26s%3Delectronics%26sr%3D1-25-spons%26psc%3D1&qualifier=1617473781&id=4923824192901200&widgetName=sp_atf_next,headphones
B07ZRLM42Z,"Bluetooth Headphones,Tuinyo Wireless Headphones Over Ear with Microphone, Foldable & Lightweight Stereo Wireless Headset for Travel Work TV PC Cellphone- Silver Blue",21.24,4.4,6008,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg2_1?ie=UTF8&adId=A04733371L18CA7ZBDJWA&url=%2FBluetooth-Headphones-Microphone-Lightweight-Cellphone%2Fdp%2FB07ZRLM42Z%2Fref%3Dsr_1_26_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473781%26s%3Delectronics%26sr%3D1-26-spons%26psc%3D1&qualifier=1617473781&id=4923824192901200&widgetName=sp_atf_next,headphones
