title,url,rating,review_count,price,asin,prod_type
"COMEXION Trucker Bluetooth Headset V5.0, Wireless Headphone with Mute Mic for Cell Phones, On Ear Bluetooth Headphone with Wireless&Wired Mode for Trucker, Home Office, Skype",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg69_1?ie=UTF8&adId=A07269033V12KGJN5CFIC&url=%2FCOMEXION-Trucker-Bluetooth-Wireless-Headphone%2Fdp%2FB08DJ34QQ2%2Fref%3Dsr_1_1634_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473893%26s%3Delectronics%26sr%3D1-1634-spons%26psc%3D1&qualifier=1617473893&id=1833304489054879&widgetName=sp_atf_next,4.8,771,39.99,B08DJ34QQ2,headphones
"Linkidea Headphone Case for Bose QC35 II, QC35 II Headphone, AE2w, AE2i, SoundLink, SoundTrue Headphones II, Sony MDR XB950B1 XB950N1 XB950BT, Hard Shell Carrying Case, Travel Bag (Black)",https://www.amazon.com/Headphones-QuietComfort-SoundLink-SkullCandy-Protective/dp/B06XQ9KT2J/ref=sr_1_1635?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1635,4.6,548,14.66,B06XQ9KT2J,headphones
"USB Type C Headphones Noise Isolating in Ear Earbuds with Mic, APETOO Stereo Powerful Bass Headphones for Samsung Galaxy S20FE S20 Note 20 Ultra, Pixel 4 3 2 XL, OnePlus 8T with Earphones Carry Bag",https://www.amazon.com/Headphones-Isolating-APETOO-Powerful-Earphones/dp/B08M38FLSY/ref=sr_1_1636?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1636,4.0,172,25.99,B08M38FLSY,headphones
"Hello Kitty Bluetooth Headphones with Microphone, Voice Activation and Bonus Aux Cable",https://www.amazon.com/Hello-Bluetooth-Headphones-Microphone-Activation/dp/B076P474SS/ref=sr_1_1637?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1637,4.6,134,32.99,B076P474SS,headphones
"Morpheus 360 Bluetooth Headphones, Wireless Headphones Over Ear, Hi-Fi Stereo Wireless Headset with Microphone, Soft Comfortable Ear Cups, White with Rose Gold Accents HP4500R",https://www.amazon.com/Morpheus-360-Headphones-Microphone-Comfortable/dp/B07RYNYG3X/ref=sr_1_1638?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1638,4.3,68,14.99,B07RYNYG3X,headphones
"Bulk Headphones 4 Pack School Headphones for Classroom -YMJ(Y4 Color Mixed) Earphones Earbuds for Kids,Students, Libraries, Laboratories (Mix)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg69_1?ie=UTF8&adId=A03986222M4Y94OP19FIZ&url=%2FHeadphones-headphones-classroom-Earphones-Laboratories%2Fdp%2FB07H1RPYFN%2Fref%3Dsr_1_1639_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473893%26s%3Delectronics%26sr%3D1-1639-spons%26psc%3D1&qualifier=1617473893&id=1833304489054879&widgetName=sp_mtf,3.7,432,21.88,B07H1RPYFN,headphones
Master & Dynamic MH40 Over-Ear Headphones with Wire - Noise Isolating with Mic Recording Studio Headphones with Superior Sound Black Metal/Black Leather,https://www.amazon.com/Master-Dynamic-Over-Ear-Headphones-Superior/dp/B00MWDGTVM/ref=sr_1_1640?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1640,4.2,637,None,B00MWDGTVM,headphones
"Bluetooth Neckband Headphones, Soundcore Life NC, Active Noise Cancelling Bluetooth Headset with Hi-Res Audio, Clear Calls, Transparency Mode, Multi-Device Connection, Flight Mode (Renewed)",https://www.amazon.com/Headphones-Cancelling-Transparency-Multi-Device-Connection/dp/B07WPKPPGR/ref=sr_1_1641?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1641,4.2,144,34.99,B07WPKPPGR,headphones
"Mpow Bluetooth Headset V5.0 with Charging Base, Wireless Headphones Dual Noise Canceling Microphone, Single Ear Headset for Cell Phone, Truck Driver, Office, Call Center, Skype(Wired Option)",https://www.amazon.com/Mpow-Bluetooth-Headphones-Canceling-Microphone/dp/B08833T2WT/ref=sr_1_1642?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1642,4.2,677,40.99,B08833T2WT,headphones
Bone Conduction Headphones Bluetooth DLENP Open Ear Wireless Headphones Sweatproof Running Headphones for Sports Driving Cycling (Grey),https://www.amazon.com/Conduction-Headphones-Bluetooth-Wireless-Sweatproof/dp/B08VMX55BP/ref=sr_1_1643?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1643,5.0,3,45.99,B08VMX55BP,headphones
"Bulk Headphones 6 Pack School Headphones for Kids -YMJ(6 Colors) Kids Headphones for School,Classroom, Libraries, Laboratories (Color Mixed)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg69_1?ie=UTF8&adId=A039877825EVQS2FA0YLN&url=%2FHeadphones-School-Classroom-Libraries-Laboratories%2Fdp%2FB08PKJKJF2%2Fref%3Dsr_1_1644_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473893%26s%3Delectronics%26sr%3D1-1644-spons%26psc%3D1&qualifier=1617473893&id=1833304489054879&widgetName=sp_mtf,3.7,16,28.99,B08PKJKJF2,headphones
"Bose Quiet Comfort 25 Headphones Ear Cushion Kit, Black",https://www.amazon.com/Bose-Quiet-Comfort-Headphones-Cushion/dp/B00OCL621Y/ref=sr_1_1645?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1645,4.7,3101,None,B00OCL621Y,headphones
"JLab Audio Epic Air Sport ANC True Wireless Bluetooth 5 Earbuds | Headphones for Working Out | IP66 Sweatproof | 15-Hour Battery Life, 55-Hour Charging Case | Music Controls | 3 EQ Sound Settings",https://www.amazon.com/Wireless-Bluetooth-Headphones-Sweatproof-Charging/dp/B08KFPPJ3Y/ref=sr_1_1646?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1646,4.3,400,None,B08KFPPJ3Y,headphones
Wireless Headphones,https://www.amazon.com/Toyota-Genuine-PT943-00141-Wireless-Headphone/dp/B00LXG7698/ref=sr_1_1647?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1647,4.9,50,43.39,B00LXG7698,headphones
"[Apple MFi Certified] 2 Pack Headphone Adapter for iPhone, 2 in 1 Lightning to 3.5mm AUX Audio + 20W PD Fast Charging Splitter Compatible with iPhone 12/11/XS/XR/X/8/7/iPad/iPod Support All iOS System",https://www.amazon.com/Certified-Headphone-Lightning-Charging-Compatible/dp/B08XYSB2B8/ref=sr_1_1648?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1648,Non,None,13.99,B08XYSB2B8,headphones
"EBODA USB Headset with Microphone, Lightweight Comfort PC Headset Wired Headphones, Computer headsets for Skype Webinar Cell Phone Call Center",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg69_1?ie=UTF8&adId=A05466053K3CYY8APGLCZ&url=%2FComputer-Microphone-Lightweight-Headphones-Business%2Fdp%2FB089KS9F1T%2Fref%3Dsr_1_1649_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473893%26s%3Delectronics%26sr%3D1-1649-spons%26psc%3D1&qualifier=1617473893&id=1833304489054879&widgetName=sp_mtf,4.0,398,12.99,B089KS9F1T,headphones
"2PCS 1/4'' to 1/8"" Stereo Pure Copper Headphone Adapter for Audio Connector Cable, Sovvid Quarter inch to 3.5mm Adapter, 3.5mm Plug Male to 6.35mm Jack Female Adaptor for Headphone, Amp Adapte",https://www.amazon.com/Headphone-Adapter-Connector-Sovvid-Quarter/dp/B08RDFTHFF/ref=sr_1_1650?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1650,4.6,21,6.99,B08RDFTHFF,headphones
"5Ft Micro USB Charger Cable Fit for Bose Headphone QuietComfort 35 QuietComfort 20 QC35 QC20 II,SoundSport Free Pulse,On-Ear Around-Ear Headphones AC Adapter Power Supply Cord",https://www.amazon.com/Replacement-Charging-Logitech-Megaboom-Miniboom/dp/B07WHGLM88/ref=sr_1_1651?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1651,4.5,47,7.99,B07WHGLM88,headphones
SLuB Bluetooth Headphones Over Ear Game Wireless/Wired/TF with Mic 60H Play Time Hi-Fi Deep Bass HD Stereo Sports Active Noise Cancelling Foldable Headset for Cell Phone/PC,https://www.amazon.com/SLUB-Bluetooth-Headphones-Wireless-Cancelling/dp/B07RT8Y189/ref=sr_1_1652?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1652,4.0,571,45.99,B07RT8Y189,headphones
"CEEK VR 360 Advanced Wireless Bluetooth Headphones with Deep Bass, 4D Vibrations, Detachable Microphone, and Haptic Touch Controls | Black",https://www.amazon.com/Bluetooth-Headphones-Vibrations-Detachable-Microphone/dp/B084VVV4V3/ref=sr_1_1653?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1653,3.8,7,249.99,B084VVV4V3,headphones
Heavy bass Earphone Color Call with Mic Stereo Earbud Headphones Mixed Colors (Black + White + Pink + Green 4 Pairs)…,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg69_1?ie=UTF8&adId=A09744392B08YYXJS6L2E&url=%2Fearphone-Stereo-Earbud-Headphones-Colors%2Fdp%2FB07L1RQDJM%2Fref%3Dsr_1_1654_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473893%26s%3Delectronics%26sr%3D1-1654-spons%26psc%3D1&qualifier=1617473893&id=1833304489054879&widgetName=sp_btf,4.2,7715,9.99,B07L1RQDJM,headphones
"GOODBONG Bass Stereo Sound Headphones Compatible with iPhone 12 12Pro 12Pro Max/iPhone 11Pro iPhone X/XS Max/XR/iPhone8/8Plus/iPhone7/7Plus,MFi Certified Earbuds with Microphone Controller (White)",https://www.amazon.com/GOODBONGin-Ear-Headphones-Compatible-Microphone-Earphones%EF%BC%88White%EF%BC%89/dp/B07ZHZWDG1/ref=sr_1_1655?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1655,4.3,159,27.99,B07ZHZWDG1,headphones
"Jabra Evolve2 65 MS Wireless Headphones with Link380a, Stereo, Black – Wireless Bluetooth Headset for Calls and Music, 37 Hours of Battery Life, Passive Noise Cancelling Headphones",https://www.amazon.com/Jabra-Evolve2-Wireless-Headphones-Link380a/dp/B08B1X3BMB/ref=sr_1_1656?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1656,4.2,607,219.99,B08B1X3BMB,headphones
iFi Hip-dac Portable DAC Headphone Amp Balanced for Android/iPhone,https://www.amazon.com/iFi-Hip-dac-Portable-Headphone-Balanced/dp/B0842W67F1/ref=sr_1_1657?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1657,4.4,562,149.99,B0842W67F1,headphones
"Sleep Headphones Bluetooth Headband Music Eye Mask, Wireless Sleeping Headphones for Side Sleepers Office Travel Music Mic Adjustable Speakers Long Play Time",https://www.amazon.com/Headphones-Bluetooth-Headband-Wireless-Adjustable/dp/B08V5G395T/ref=sr_1_1658?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1658,3.9,7,21.88,B08V5G395T,headphones
"Bluetooth 5.0 Wireless Earbuds, Bluedio Hi(Hurricane) TWS Wireless Earbud Headphones in-Ear Earphones with Charging Case, Mini Car Headset Built-in Mic for Cell Phone/Running/Android, 5Hrs Playtime",https://www.amazon.com/Bluetooth-Bluedio-Hurricane-Headphones-Earphones/dp/B07TBRYDBV/ref=sr_1_1659?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1659,3.7,18725,18.99,B07TBRYDBV,headphones
"Audio Mic Extension Cable 25Ft,90 Degree TRRS 3.5mm Aux Headphone Extender 4-Pole Jack Plug Extension Lead Stereo Male to Female Braided Cord for Headset,Phone,Switch Lite,Car,PS4 and More (25Ft)",https://www.amazon.com/Extension-Headphone-Extender-Braided-Headset/dp/B08KT4R73B/ref=sr_1_1660?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1660,4.3,69,12.99,B08KT4R73B,headphones
"NANYI 1/4'' Male to 3.5mm Female Stereo Headphone Adapter for Audio Connector Cable, 3.5mm(1/8'') Female to 6.35mm (1/4'') Male Jack Plug Stereo Adapter for Headphone, Amp Adapte -3PCS (Gold -3PCS)",https://www.amazon.com/NANYI-Female-Headphone-Adapter-Connector/dp/B08CKH55SX/ref=sr_1_1661?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1661,4.3,156,7.68,B08CKH55SX,headphones
"(2 Packs) OEM Earphones Headphones for Earbuds Stereo Headphones - Designed by AKG - for Samsung Galaxy S10 S9 S8 S7 S6/Note 5 7 8 9 and More Android Devices,With Mic and Volume Buttons.[Purple Black]",https://www.amazon.com/Packs-Earphones-Headphones-Earbuds-Stereo/dp/B08TMJ3BR1/ref=sr_1_1662?dchild=1&keywords=Headphones&qid=1617473893&s=electronics&sr=1-1662,Non,None,19.98,B08TMJ3BR1,headphones
"Jabra Evolve2 85 UC Wireless Headphones with Link380a, Stereo, Black – Wireless Bluetooth Headset for Calls and Music, 37 Hours of Battery Life, Advanced Noise Cancelling Headphones",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg70_1?ie=UTF8&adId=A10434643F6KSNX9Q2HVL&url=%2FJabra-Evolve2-Wireless-Headphones-Link380a%2Fdp%2FB08B8XVBM6%2Fref%3Dsr_1_1657_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473894%26s%3Delectronics%26sr%3D1-1657-spons%26psc%3D1&qualifier=1617473894&id=7154272847709172&widgetName=sp_atf_next,4.0,276,290.32,B08B8XVBM6,headphones
"COMEXION Trucker Bluetooth Headset V5.0, Wireless Headphone with Mute Mic for Cell Phones, On Ear Bluetooth Headphone with Wireless&Wired Mode for Trucker, Home Office, Skype",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg70_1?ie=UTF8&adId=A07269033V12KGJN5CFIC&url=%2FCOMEXION-Trucker-Bluetooth-Wireless-Headphone%2Fdp%2FB08DJ34QQ2%2Fref%3Dsr_1_1658_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473894%26s%3Delectronics%26sr%3D1-1658-spons%26psc%3D1&qualifier=1617473894&id=7154272847709172&widgetName=sp_atf_next,4.8,771,39.99,B08DJ34QQ2,headphones
"Light^ning Connector Earbuds Earphone Wired Headphones Headset with Mic and Volume Control,Isolation Noise,Compatible with Apple iPhone 11 Pro Max/Xs Max/XR/X/7/8 Plus Plug and Play Head Cleaners",https://www.amazon.com/Connector-Earphone-Headphones-Isolation-Compatible/dp/B08Y8Q9D9Y/ref=sr_1_1659?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1659,2.6,9,14.99,B08Y8Q9D9Y,headphones
"Ururtm Sleeping Headphones Earphones, Soft Comfortable Silicone Noise Isolating Earbuds with Mic Earplugs for Nighttime, Insomnia, Travel, Sport, Meditation & Relaxation (White)",https://www.amazon.com/Ururtm-Headphones-Comfortable-Meditation-Relaxation/dp/B07J6RW824/ref=sr_1_1660?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1660,4.1,275,10.99,B07J6RW824,headphones
"(2 Pack) Upgraded USB C to 3.5MM Headphone Jack Adapter,USB Type C to AUX Audio Hi-Res DAC Braided Nylon Cable Compatible with Pixel 4 3 2 XL, Galaxy S20 Note 10 S10 S9 Plus, Mate 20 Pro and More",https://www.amazon.com/Upgraded-Headphone-Adapter-Braided-Compatible/dp/B08GFNSRXM/ref=sr_1_1661?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1661,4.5,127,12.99,B08GFNSRXM,headphones
"Replacement USB Charger Charging Cable Cord for Mpow 059 Over Ear Bluetooth Hi-Fi Wireless Headphones, Skullcandy Wireless Headphones Hesh 2.0 (Black)",https://www.amazon.com/Replacement-Charging-Bluetooth-Headphones-Skullcandy/dp/B08VJ32HF8/ref=sr_1_1662?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1662,Non,None,7.99,B08VJ32HF8,headphones
SinFoxeon IPX7 Waterproof Noise Cancelling True Wireless Earbuds Bluetooth 5.0 Headset with Mic and Charging Case Supporting Wireless Charging Headphones (Black),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg70_1?ie=UTF8&adId=A08642693OIVJTT5NSUGS&url=%2FSinFoxeon-Waterproof-Cancelling-Supporting-Headphones%2Fdp%2FB086TVX29Q%2Fref%3Dsr_1_1663_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473894%26s%3Delectronics%26sr%3D1-1663-spons%26psc%3D1&qualifier=1617473894&id=7154272847709172&widgetName=sp_mtf,4.0,27,39.99,B086TVX29Q,headphones
"MillSO 1/4 to 3.5mm Headphone Adapter, TRS 6.35mm Female to 3.5mm Male 1/8 to 1/4 Stereo Audio Adapter for Amplifiers, Guitar, Piano, Home Theater Devices to Phone, Laptop, Headphones - 12inch/30cm",https://www.amazon.com/MillSO-Headphone-Adapter-Amplifiers-Headphones/dp/B07SRWZ77L/ref=sr_1_1664?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1664,4.5,1186,8.99,B07SRWZ77L,headphones
JBL TUNE 205BT - In-Ear Wireless Bluetooth Headphone - Rose Gold,https://www.amazon.com/JBL-T205BT-Wireless-Bluetooth-Headphone/dp/B07PGR2BYJ/ref=sr_1_1665?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1665,4.1,1287,None,B07PGR2BYJ,headphones
Rand McNally 0528021478 ClearDryve 180 Premium Noise-Canceling On-Ear Headphones/Headset with Bluetooth,https://www.amazon.com/Rand-McNally-ClearDryve-Cancellation-Processing/dp/B07YP73V5J/ref=sr_1_1666?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1666,4.6,67,179.99,B07YP73V5J,headphones
"Headphone Splitter, VIOY 3.5mm Stereo Audio Y Splitter Cable Male to Female Dual Headphone Jack Extender for iPhone, Samsung, Tablet, Laptop (Silver)",https://www.amazon.com/Headphone-Splitter-VIOY-Extender-Samsung/dp/B08LB4SPZ4/ref=sr_1_1667?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1667,4.6,61,4.89,B08LB4SPZ4,headphones
"EBODA USB Headset with Microphone, Lightweight Comfort PC Headset Wired Headphones, Computer headsets for Skype Webinar Cell Phone Call Center",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg70_1?ie=UTF8&adId=A05466053K3CYY8APGLCZ&url=%2FComputer-Microphone-Lightweight-Headphones-Business%2Fdp%2FB089KS9F1T%2Fref%3Dsr_1_1668_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473894%26s%3Delectronics%26sr%3D1-1668-spons%26psc%3D1&qualifier=1617473894&id=7154272847709172&widgetName=sp_mtf,4.0,398,12.99,B089KS9F1T,headphones
"Headset Hook, Universal Holder Hanger/Backpack Hook/Purse Hook Mount with Adjustable Height, Cable Clip, Soft clamp Pads, Fit for Desks, Cabinets, Bookshelves and More, Black",https://www.amazon.com/Universal-Backpack-Adjustable-Cabinets-Bookshelves/dp/B08TWT9JJF/ref=sr_1_1669?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1669,4.7,4,7.99,B08TWT9JJF,headphones
"Morpheus 360 Bluetooth Headphones, Wireless Headphones Over Ear, Wireless Headset with Microphone, Black with Gold Accents, Comfortable Design HP5500G",https://www.amazon.com/Morpheus-360-Headphones-Comfortable-HP5500G/dp/B084LT8ZMM/ref=sr_1_1670?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1670,4.4,36,19.99,B084LT8ZMM,headphones
"Beat Kicks Protective Headphone Covers (Mini, Solid Black)",https://www.amazon.com/Beat-Kicks-Protective-Headphone-Covers/dp/B07MWZ16B3/ref=sr_1_1671?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1671,4.7,270,25.00,B07MWZ16B3,headphones
"ReTrak Retractable Animalz Tangle-Free, Volume Limiting (85 dB) Over Ear Headphones for Kids, Rainbow Unicorn (ETAUDFUNIC)",https://www.amazon.com/ReTrak-Retractable-Tangle-Free-Headphones-ETAUDFUNIC/dp/B01N3768BK/ref=sr_1_1672?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1672,3.8,486,15.18,B01N3768BK,headphones
"Kithouse USB Computer Headset Headphone with Microphone for Computer Laptop PC, Wired Call Center Office Work Headset with Microphone Noise Cancelling + Headset Headphone Stand Holder",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg70_1?ie=UTF8&adId=A09330872VVZQZGU7V9E5&url=%2FKithouse-Computer-Headphone-Microphone-Cancelling%2Fdp%2FB08JYSC56D%2Fref%3Dsr_1_1673_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473894%26s%3Delectronics%26sr%3D1-1673-spons%26psc%3D1&qualifier=1617473894&id=7154272847709172&widgetName=sp_mtf,4.1,92,29.99,B08JYSC56D,headphones
"SOMIC G951pink Gaming Headset for PC, PS4, Laptop: 7.1 Virtual Surround Sound Detachable Cat Ear Headphones LED, USB, Lightweight Self-Adjusting Over Ear Headphones for Girlfriend Women",https://www.amazon.com/SOMIC-G951pink-Gaming-Headset-Laptop/dp/B07C4Y1XM5/ref=sr_1_1674?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1674,4.5,1037,49.99,B07C4Y1XM5,headphones
"Cell Phone Stand | Headphone Stand 2 in 1, Adjustable Height Angle Phone Holder for Desk, Universal Desktop Phone Holder Stand, Compatible with All Mobile Phone Headset, w/Cable Organizer (Black)",https://www.amazon.com/Headphone-Adjustable-Universal-Compatible-Organizer/dp/B08SQ84NB6/ref=sr_1_1675?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1675,4.6,12,16.99,B08SQ84NB6,headphones
"Cell Phone Headset with Microphone Noise Cancelling & Call Controls, Wired Headphones with Volume Control,Computer Headset Stereo for Zoom Skype Webinar Online Conference Office Home Call Center",https://www.amazon.com/Microphone-Cancelling-Controls-Headphones-Conference/dp/B08H4Z9YVB/ref=sr_1_1676?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1676,4.5,48,25.80,B08H4Z9YVB,headphones
"Kids Headphones, Cute Unicorn Cat Ear Headphones Foldable and Adjustable Safe Wired Kids On Ear Headphones for Girls, Teen, Adult, Cosplay/Dance/Party/Birthday Gifts (Peach)",https://www.amazon.com/Headphones-Headband-Earphone-Foldable-Adjustable/dp/B07SH5C6WX/ref=sr_1_1677?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1677,4.2,335,11.49,B07SH5C6WX,headphones
Heavy bass Earphone Color Call with Mic Stereo Earbud Headphones Mixed Colors (Black + White + Pink + Green 4 Pairs)…,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg70_1?ie=UTF8&adId=A09744392B08YYXJS6L2E&url=%2Fearphone-Stereo-Earbud-Headphones-Colors%2Fdp%2FB07L1RQDJM%2Fref%3Dsr_1_1678_sspa%3Fdchild%3D1%26keywords%3DHeadphones%26qid%3D1617473894%26s%3Delectronics%26sr%3D1-1678-spons%26psc%3D1&qualifier=1617473894&id=7154272847709172&widgetName=sp_btf,4.2,7715,9.99,B07L1RQDJM,headphones
"Wireless Bone Conduction Headphones, ALTENG Bluetooth 5.0 Open Ear Headphone, Sweatproof Sports Headset with Microphone for Driving/Jogging/Running, Gym, Home and Office Use - Grey",https://www.amazon.com/Conduction-Headphones-ALTENG-Sweatproof-Microphone/dp/B08DFY9LF5/ref=sr_1_1679?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1679,4.0,93,29.99,B08DFY9LF5,headphones
"Audio-Technica ATH-CLR100iSBL SonicFuel In-Ear Headphones with In-Line Microphone & Control, Blue",https://www.amazon.com/Audio-Technica-ATH-CLR100iSBL-SonicFuel-Headphones-Microphone/dp/B01DZSWNAS/ref=sr_1_1680?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1680,4.1,876,None,B01DZSWNAS,headphones
"Bluetooth Headphones, Hussar Magicbuds Best Wireless Sports Earphones with Mic, IPX7 Waterproof, HD Sound with Bass, Noise Cancelling, Secure Fit, up to 9 Hours Working time (2020 Upgraded)",https://www.amazon.com/Bluetooth-Headphones-Hussar-Magicbuds-Wireless/dp/B018XI3ASO/ref=sr_1_1681?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1681,4.2,8372,29.52,B018XI3ASO,headphones
scurry Silicone Anti Fall Ear Hooks 2021 New Upgraded Anti-Fall Bluetooth Earbuds Holder Earphone Holder Compatible Most in-Ear Headphones Earphone for Gym Sport Yoga Running Skipping White (1 Pair),https://www.amazon.com/scurry-Anti-Fall-Bluetooth-Compatible-Headphones/dp/B08YJV8ZWB/ref=sr_1_1682?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1682,2.0,2,6.99,B08YJV8ZWB,headphones
"ONANOFF BuddyPhones Explore Foldable, Volume-Limiting Kids Foldable Headphones with Travel Bag, Built-in Audio Sharing Cable with Mic, Compatible with Fire, iPad, iPhone, and Android Devices, Unicorn",https://www.amazon.com/BuddyPhones-Foldable-Limiting-Headphones-Compatible/dp/B07RF18WP8/ref=sr_1_1683?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1683,4.4,406,24.99,B07RF18WP8,headphones
"USB C Headphones for Samsung S21 Ultra, YUANBAI Type C Earphones with Microphone Noise Isolation Stereo Wired in-Ear Earbuds for Samsung S21 Plus S20 FE Note 20 Ultra OnePlus 9T 9 Pro Google Pixel 5 4",https://www.amazon.com/Headphones-YUANBAI-Earphones-Microphone-Isolation/dp/B08XM7TWW6/ref=sr_1_1684?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1684,3.9,227,15.99,B08XM7TWW6,headphones
"Mangotek Headphone Adapter for iPhone, Apple MFi Certified iPhone Headphones Adapter Lightning to 3.5 mm Headphone Jack Adapter Aux Dongle Earphone Audio Adaptor for iPhone 12 11 7 8 Plus SE X XR XS",https://www.amazon.com/Mangotek-Headphone-Certified-Headphones-Lightning/dp/B0863JNHRD/ref=sr_1_1685?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1685,4.5,891,13.99,B0863JNHRD,headphones
"Audio-Technica ATH-AR3BTBK SonicFuel Bluetooth Wireless On-Ear Headphones with Mic & Control, Black",https://www.amazon.com/Audio-Technica-ATH-AR3BTBK-SonicFuel-Bluetooth-Headphones/dp/B06ZZ2LC7Y/ref=sr_1_1686?dchild=1&keywords=Headphones&qid=1617473894&s=electronics&sr=1-1686,4.1,648,119.00,B06ZZ2LC7Y,headphones
